,Unnamed: 0,client_id,path,gender
5049,5049,d7c1387c8c7bb4558e0bb0bdedffe6ff3cabac0ceaf6a050bb56a91ec83bbda7a410af46e3fc998a71752b4c8b90574f9f9c175020fc5690fa7fb52e0060ac48,common_voice_ru_24931906.mp3,1
5242,5242,299f0dd85f2861f679e92991dc15e9adbdcc7cb8ce7e6df075f462a56ec7664f2f5e37671d88006d525e3c5454dd5e1258bf38e85df96b1356861fadbf259999,common_voice_ru_18873591.mp3,1
2314,2314,230f6fd877e0dd3373003e99a44c75e6f4e2c896e58d79269f792fc30ac0550b2727a469e08cc16d6591d9387709eb17cf868f90d711afaa415d92c7de45002b,common_voice_ru_26095335.mp3,0
4769,4769,2fc9957edd56a9ed80afef161cfb61adbfc404ba5abaaa8735eaa274ff900c89c2807363524c928c37981496398b1e9bdf0286b39ba261e62a0fe74df42b24d7,common_voice_ru_23990447.mp3,1
637,637,8d1db49e42d2ec59d0fd346dd726fddf8cc6baf221d296a5ded4e801578adbd7c04b31b04b26adf7734848a6ed085c6e7a2c81b441a89e31e0f9a2cbc8bcece0,common_voice_ru_19536192.mp3,1
4941,4941,8d1db49e42d2ec59d0fd346dd726fddf8cc6baf221d296a5ded4e801578adbd7c04b31b04b26adf7734848a6ed085c6e7a2c81b441a89e31e0f9a2cbc8bcece0,common_voice_ru_19593683.mp3,1
4141,4141,2646b85b8cb3f59d33151fefb03c58205eabfd3500f0580a50c95ae041d961f2cc2ca56050e9814505dca9032f2e9b617b998f1767f95344cc2a164e04e5b686,common_voice_ru_20256934.mp3,0
5417,5417,05d8e23bfe0e51dfe0965972e37573aae14a1ce82fbcdacc408a38f373eb9501754eebf0197fb6a769e31beec461929ef0e2cbc08db28c7408dde85d168bfad9,common_voice_ru_19575196.mp3,1
2418,2418,6f4f0062813de9f261be87f977db1aa544e64603353da7c9124271ab16049657025dfc7f580d74e5e1671cb028a4ce8c81c5ed5226e3a0ecb2c24ffcf39664ee,common_voice_ru_21791504.mp3,1
853,853,61d4482a9ccc7c246a3de130b69147eebffcab53899f2ef5280c543baa82b6b45eff8a121ae7fa72a4913422267a3a432d5484516f90b526f24d3e8254cb6401,common_voice_ru_22797233.mp3,1
4103,4103,299f0dd85f2861f679e92991dc15e9adbdcc7cb8ce7e6df075f462a56ec7664f2f5e37671d88006d525e3c5454dd5e1258bf38e85df96b1356861fadbf259999,common_voice_ru_18853890.mp3,1
2462,2462,56a1384089e14549c2eee8bda99328a843da2ff17f625e4d6ceb7f918efdec8f7cd101601a009fc0ec02d717d1055f7a9acffbb63cdb936c999450a6b3a3dab5,common_voice_ru_26170272.mp3,0
4795,4795,e134f72e7ee1e4a3bc648a8ff25da594867d8b03d3e57ee5ea6c82008749956dad408ebee9e9259c5c1cefbd3ab40e5c9e0f511b406df606a72a4beacf835d9f,common_voice_ru_25478844.mp3,1
194,194,847a7a5902717398e72d7816c7d9a2bcbc8815caf75a9dea6df07914507c76cb350c34e5d62afd162504f9ffb3b57e668cdefb62c1ce85c7f5e4f871e274c342,common_voice_ru_20458235.mp3,0
307,307,c51d0572a5013ec46257a09843db7edf81dc20dfd52c297ca9943f50804b85c410bb4df060b49281910e626c37c09a2351bcd549608271c450cfb7b871c0c869,common_voice_ru_19336649.mp3,1
2958,2958,e134f72e7ee1e4a3bc648a8ff25da594867d8b03d3e57ee5ea6c82008749956dad408ebee9e9259c5c1cefbd3ab40e5c9e0f511b406df606a72a4beacf835d9f,common_voice_ru_25404721.mp3,1
425,425,bd7753ba89f42386c225ef69644e8dd39abba1f9aa3d57264f37a6e53b38f9d1fab64b6e7c140ca609bf8820b182d879ceddcd74c2b8019c99fdac0f03057f24,common_voice_ru_22703599.mp3,0
2843,2843,b3654ab15ddbe4c172d696aea06a647ad57a04470046e649d5ad8208e15f0038e4640d1d364f70bf7e2f70cfc35a9cd9e9d629230ae60eac4b2cc9b95a80b452,common_voice_ru_22460866.mp3,1
1861,1861,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18910292.mp3,0
1340,1340,8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22,common_voice_ru_18913741.mp3,0
4269,4269,0f9661df823ba98b35f2b331b75eb86f919ba8d3985a50d3d03f97be1fe628afe80eab18712a3c91341acbd2b6762791f8d9189be692bbdb456024859035aff5,common_voice_ru_23440856.mp3,0
2698,2698,932bcfa705ccd94761da744394963590a67ca3e7bc4a3495747a84dc70ab567c859c94721b8c76123b503c94da005bd9652769ce1926f8c7e69cfaaef7ac1abb,common_voice_ru_18955196.mp3,1
485,485,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18912765.mp3,0
946,946,ba5b39baef5212fab8a7044b23137e76ede6046b2bff07f92327b26e4bbccf37d6218f0ebd381471e9bfe69261713ae9a22ea057113799c5f28d8ed53fa5201c,common_voice_ru_20423108.mp3,1
5340,5340,719c2767dd12983694cd8bf3683304acb55473f9acbdb6e88b8f1ba00ee0020889d66718c907214edb71b1cebe0753d120ee64c8f2b2b0b78ab62ca705ea32b6,common_voice_ru_24393139.mp3,1
4157,4157,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18911595.mp3,0
1635,1635,79693d319f90a9b9140e7ca715be57096251aa451f23b283c5842346dc3a35bf65866c2f653bba89255bdf530c33a4ce8c184b3ab43bd757bf90209e6fe2b209,common_voice_ru_24416972.mp3,1
3970,3970,560d9b4832633ea25c9ae33aad194caeae7050194cd4e6d28c1a2b9685b8a6b77105fd5b6185e13c2b18ea49f26d12474033ae2635c424893841b905092e855b,common_voice_ru_18896642.mp3,1
2238,2238,0f9661df823ba98b35f2b331b75eb86f919ba8d3985a50d3d03f97be1fe628afe80eab18712a3c91341acbd2b6762791f8d9189be692bbdb456024859035aff5,common_voice_ru_21515900.mp3,0
5509,5509,d3fef7967d5c6248c282c6e6b83565331bebfbd80fbc9ef6305b006a583660d0bfaee3abc69992e4d4944f58bb5fb1ebad000a4e6831f568d60b7ee4fbf729f6,common_voice_ru_19951618.mp3,1
4183,4183,8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22,common_voice_ru_18916062.mp3,0
3452,3452,8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22,common_voice_ru_18919893.mp3,0
3459,3459,8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22,common_voice_ru_18914244.mp3,0
4234,4234,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18921440.mp3,0
290,290,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18920971.mp3,0
3997,3997,299f0dd85f2861f679e92991dc15e9adbdcc7cb8ce7e6df075f462a56ec7664f2f5e37671d88006d525e3c5454dd5e1258bf38e85df96b1356861fadbf259999,common_voice_ru_18864318.mp3,1
2570,2570,5e949643688ea0d3800197ff7d1c8afe7936cffbcee3a0986d8139839fa4907ea3e22e68ab96df15deff24db2b645265b5521012047d237529c0a377ccb9f94c,common_voice_ru_18892817.mp3,0
1306,1306,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18911901.mp3,0
2810,2810,87e2683ece5d6bf42691e8ba06dc33f2297caaac3f5018022decc7981ea2517562efe0c25329022f24f5ea132f29b74e26be3bbab120c15474dd710405c7e09a,common_voice_ru_18943687.mp3,1
4608,4608,db602929cf83e32b3bb6d33ddf2fe517c09b7265de4d12b3c14f64e1b930033043e7ed553afc572552190fd164abbedff419547e8da2a28985a77723e2d93e33,common_voice_ru_21781377.mp3,1
5028,5028,1f3512ab51236163e77e7fc18a914f13445bf2120ad0eb61d47cc7326e33985ba99a7d84ba05eb6be8fdd8d179b36f384fe4dcf979e7a0a2e06bda268af684f5,common_voice_ru_20389730.mp3,0
4370,4370,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18930883.mp3,0
4094,4094,aa0f68e3a1ecd7edc3bee027c59d022e2c9c21c643d23c2dcb5ec38175531e30155b5b8b5783f5af0d1bbe4c99aaee82d28e4dc2e711c49f0b780b91ca0fa613,common_voice_ru_18861360.mp3,1
4049,4049,b020a737f6071a746fbb5f85f3eec369ffb315bb66b6259c816ad00fac0857750806a38dfbd3f3f5ba98b2ac9ac6320063a7deba4ed2b91e801f57d3e8abd26a,common_voice_ru_22160983.mp3,1
297,297,9a38bb4d46ba55f6402c6cd091a8633d90d77872be8e0ec73477e9a8f1f4fc99522992c707aff6041f7f36eac2d98f16c4660f9a8836380f67e9779d148e6280,common_voice_ru_25918951.mp3,1
5192,5192,230f6fd877e0dd3373003e99a44c75e6f4e2c896e58d79269f792fc30ac0550b2727a469e08cc16d6591d9387709eb17cf868f90d711afaa415d92c7de45002b,common_voice_ru_26096549.mp3,0
3782,3782,aa0f68e3a1ecd7edc3bee027c59d022e2c9c21c643d23c2dcb5ec38175531e30155b5b8b5783f5af0d1bbe4c99aaee82d28e4dc2e711c49f0b780b91ca0fa613,common_voice_ru_19311302.mp3,1
4781,4781,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18931040.mp3,0
837,837,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18931000.mp3,0
3491,3491,237823cbf2c238371c07276002cf9731316ac0f11c65285e5a84f54c726da8177b0824911e1c9fa748e29f210a63d752a809bf67737c8618761365e69090d0c5,common_voice_ru_19643672.mp3,1
4899,4899,0f9661df823ba98b35f2b331b75eb86f919ba8d3985a50d3d03f97be1fe628afe80eab18712a3c91341acbd2b6762791f8d9189be692bbdb456024859035aff5,common_voice_ru_21727368.mp3,0
1938,1938,1bca51192093974556d3ac2f8324e5e83864d117646ab294c5295aeb4cb051f09ecb5ad1bb2dee8c15a52293a8c819f36b7844044735d00023ee5c2fb2f10929,common_voice_ru_22249948.mp3,0
5202,5202,6f4f0062813de9f261be87f977db1aa544e64603353da7c9124271ab16049657025dfc7f580d74e5e1671cb028a4ce8c81c5ed5226e3a0ecb2c24ffcf39664ee,common_voice_ru_21632429.mp3,1
1018,1018,bd7753ba89f42386c225ef69644e8dd39abba1f9aa3d57264f37a6e53b38f9d1fab64b6e7c140ca609bf8820b182d879ceddcd74c2b8019c99fdac0f03057f24,common_voice_ru_22704304.mp3,0
4763,4763,f2ee111b33852910d016020fa75c3c3f01f27db1ee40a57ea13d62271636ed4765be097df1cf631cfe206d3d4ee53981a35dca64993d101b50a9e8242e038038,common_voice_ru_21932411.mp3,1
428,428,05d8e23bfe0e51dfe0965972e37573aae14a1ce82fbcdacc408a38f373eb9501754eebf0197fb6a769e31beec461929ef0e2cbc08db28c7408dde85d168bfad9,common_voice_ru_19578966.mp3,1
940,940,44a335bf129ecd0eb35cb007c837efb0bde25cbc799212e2a636a16bd606414dc51dd04b08afe40c4c1b0a709c198710799934ff2fa1cb564c8d93ea64f7bde3,common_voice_ru_22403742.mp3,1
2395,2395,bbc1c3d9a4a8929c7651377609fbace2a1419c4f0070e7955c139889d5e4d08fade96b6230036a13fb11b1d705b54b9c7b301bfa05493de78844ec10f5c6246f,common_voice_ru_26433870.mp3,1
4971,4971,0f9661df823ba98b35f2b331b75eb86f919ba8d3985a50d3d03f97be1fe628afe80eab18712a3c91341acbd2b6762791f8d9189be692bbdb456024859035aff5,common_voice_ru_22230590.mp3,0
1976,1976,8d1db49e42d2ec59d0fd346dd726fddf8cc6baf221d296a5ded4e801578adbd7c04b31b04b26adf7734848a6ed085c6e7a2c81b441a89e31e0f9a2cbc8bcece0,common_voice_ru_19575910.mp3,1
2784,2784,3742174ae31b78b11558814a7196a5eec0f489ad3e728a2a125dd1a60c809a770eeaa758499c014bf728437835b4ea9c031a3a9c838b3882b35ed28744768ef3,common_voice_ru_20366599.mp3,1
2765,2765,bd3161cbaa34671e672405087f64d7e91edac7d23066744c2df252c91f6feb23fbb1c1186ea85ee74c4410406b6963b5579f8301809560fffbf16d6ee54f7153,common_voice_ru_18878167.mp3,1
3019,3019,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18921544.mp3,0
4873,4873,237823cbf2c238371c07276002cf9731316ac0f11c65285e5a84f54c726da8177b0824911e1c9fa748e29f210a63d752a809bf67737c8618761365e69090d0c5,common_voice_ru_19616702.mp3,1
1984,1984,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18930975.mp3,0
3494,3494,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18912412.mp3,0
1298,1298,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18932474.mp3,0
2626,2626,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18921402.mp3,0
1159,1159,069a52e11463c9ab123cb2dc71b33027c7ac775040a89298a851f022af36204b74f031611007aa1a052dbecfb34cb66ebd6402f79158fd9b335f71cb67f197bd,common_voice_ru_18894138.mp3,1
1039,1039,847a7a5902717398e72d7816c7d9a2bcbc8815caf75a9dea6df07914507c76cb350c34e5d62afd162504f9ffb3b57e668cdefb62c1ce85c7f5e4f871e274c342,common_voice_ru_20458190.mp3,0
5486,5486,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18911956.mp3,0
396,396,9bf686d5c3a9413bd2f8228d716da81bdf381cd86c7177bc32806edb68dc1cc351749c100db5e0f0f0e9a6d1e894558daa5b92d744f6ee862c6e6c9ee603eb01,common_voice_ru_18875856.mp3,1
242,242,299f0dd85f2861f679e92991dc15e9adbdcc7cb8ce7e6df075f462a56ec7664f2f5e37671d88006d525e3c5454dd5e1258bf38e85df96b1356861fadbf259999,common_voice_ru_18858354.mp3,1
1805,1805,0f9661df823ba98b35f2b331b75eb86f919ba8d3985a50d3d03f97be1fe628afe80eab18712a3c91341acbd2b6762791f8d9189be692bbdb456024859035aff5,common_voice_ru_21917482.mp3,0
4662,4662,9042795c235aec45758ff959be5088879033c8d9ee0dcaa7e3ed42a57f23c32065eb8e96947ccaa428e324d670cecc0fdd079a1e62c6afc7f2b3dbc059afdc60,common_voice_ru_19793765.mp3,1
4566,4566,237823cbf2c238371c07276002cf9731316ac0f11c65285e5a84f54c726da8177b0824911e1c9fa748e29f210a63d752a809bf67737c8618761365e69090d0c5,common_voice_ru_19616594.mp3,1
4012,4012,719c2767dd12983694cd8bf3683304acb55473f9acbdb6e88b8f1ba00ee0020889d66718c907214edb71b1cebe0753d120ee64c8f2b2b0b78ab62ca705ea32b6,common_voice_ru_24290851.mp3,1
3478,3478,82c2a0af3d2fa38a41be262a0a787ce7077767a843ed823c48aa053e5f1f30b06a37f25315c4b23b49edec8ce2ca84baa12eab52d6a872461298d61eea912240,common_voice_ru_26402027.mp3,1
3947,3947,0efa353748b8e2a658be9a74dd49ac63fdde96dc61bdb04e6c00e572ed076de9d324072daf5f45cb66a65d885286a647a98a581d06744fd036c471271cb742a8,common_voice_ru_20253084.mp3,1
2857,2857,847a7a5902717398e72d7816c7d9a2bcbc8815caf75a9dea6df07914507c76cb350c34e5d62afd162504f9ffb3b57e668cdefb62c1ce85c7f5e4f871e274c342,common_voice_ru_20449747.mp3,0
468,468,0f9661df823ba98b35f2b331b75eb86f919ba8d3985a50d3d03f97be1fe628afe80eab18712a3c91341acbd2b6762791f8d9189be692bbdb456024859035aff5,common_voice_ru_27067252.mp3,0
4712,4712,2646b85b8cb3f59d33151fefb03c58205eabfd3500f0580a50c95ae041d961f2cc2ca56050e9814505dca9032f2e9b617b998f1767f95344cc2a164e04e5b686,common_voice_ru_20324603.mp3,0
1508,1508,b31552fcfbd28f19f3eeebae1d2522fc0a7bc1ee12f6475a0f4d5a8a8a41550b2f9dfaf59db76302030fa02d75953fca5899c0cd83b3c53801ec4533a1a6fa44,common_voice_ru_26108714.mp3,1
3198,3198,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18910568.mp3,0
4603,4603,1f3512ab51236163e77e7fc18a914f13445bf2120ad0eb61d47cc7326e33985ba99a7d84ba05eb6be8fdd8d179b36f384fe4dcf979e7a0a2e06bda268af684f5,common_voice_ru_20387100.mp3,0
4618,4618,bbc1c3d9a4a8929c7651377609fbace2a1419c4f0070e7955c139889d5e4d08fade96b6230036a13fb11b1d705b54b9c7b301bfa05493de78844ec10f5c6246f,common_voice_ru_26434096.mp3,1
4927,4927,cc9db9a4581cb7afcf3f99ca93e238da84168ba707f3e2e59330b8f3e42fb558d8380f3424eae335d0f8a05b248891a128f730189171b38a4af2ccdd07829d8a,common_voice_ru_26084751.mp3,0
781,781,005cc5b96d4437e7796cd34bb8084e36dd2cf326663ee5d69d95d266d56b66f48b5d4b1dbf6e80ee3c4be56ce5ab61ac52644560cdb9e3bcd338d18074d53739,common_voice_ru_18986916.mp3,1
5275,5275,230f6fd877e0dd3373003e99a44c75e6f4e2c896e58d79269f792fc30ac0550b2727a469e08cc16d6591d9387709eb17cf868f90d711afaa415d92c7de45002b,common_voice_ru_26096053.mp3,0
5253,5253,cbf5bd27f80064c604e0d262f061490aeb05e18a1d93cab7cc0cbde71973437913e7eef3c0c08ea1ce30049993b7a7d685fb5cd7c3563b3383a3492ec92076d4,common_voice_ru_20378102.mp3,1
5025,5025,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18920703.mp3,0
4557,4557,59f58e5d4f7b0c853344c26e5a74ab3e2c54e10e369f93b0ee510e518428259897d6ece70f9f1f827ce0e93f51bab205835c2fb1d28a034b6c33156359312526,common_voice_ru_19122063.mp3,1
2778,2778,8f634da774b9a787531a9bfda20681bc0b9f32a27e32bd68f435afa4113d2aa926cb12d0301a89baa89eae3f73c086a8a104776e542957b32a9a1afcbb617296,common_voice_ru_19404921.mp3,1
2310,2310,8b92ae1d6580c7bee9ba60bb2da5b935ddfe69b88597ae900fc4963eb9ee32b7992eca3792bfe1bfb15c15b11762ca602629585a60669a0d2aed07986b4f3e03,common_voice_ru_19535381.mp3,0
2326,2326,8d1db49e42d2ec59d0fd346dd726fddf8cc6baf221d296a5ded4e801578adbd7c04b31b04b26adf7734848a6ed085c6e7a2c81b441a89e31e0f9a2cbc8bcece0,common_voice_ru_19565255.mp3,1
2940,2940,005cc5b96d4437e7796cd34bb8084e36dd2cf326663ee5d69d95d266d56b66f48b5d4b1dbf6e80ee3c4be56ce5ab61ac52644560cdb9e3bcd338d18074d53739,common_voice_ru_18986897.mp3,1
2044,2044,5e949643688ea0d3800197ff7d1c8afe7936cffbcee3a0986d8139839fa4907ea3e22e68ab96df15deff24db2b645265b5521012047d237529c0a377ccb9f94c,common_voice_ru_18892823.mp3,0
1068,1068,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18912557.mp3,0
3617,3617,f6746d7678538e7fe4ce3836fae0729cf545fc725bd27cd779911b3677b641332cf3df66df9d5c725138cfa4d74be512b3af9cbf3b12993352dae4003da37165,common_voice_ru_25843470.mp3,1
2179,2179,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18920170.mp3,0
3889,3889,79693d319f90a9b9140e7ca715be57096251aa451f23b283c5842346dc3a35bf65866c2f653bba89255bdf530c33a4ce8c184b3ab43bd757bf90209e6fe2b209,common_voice_ru_24396323.mp3,1
60,60,61d4482a9ccc7c246a3de130b69147eebffcab53899f2ef5280c543baa82b6b45eff8a121ae7fa72a4913422267a3a432d5484516f90b526f24d3e8254cb6401,common_voice_ru_22797069.mp3,1
1910,1910,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18912262.mp3,0
4745,4745,6a1079bb8edde4299a1d808d0c1808a712fd40731c2b5555c40194a3a4f4b70262e7f9a0cb6485aabc83f14de02770e57e9f9c8e5864a1e8f5f9c450b5c1c5e3,common_voice_ru_20228419.mp3,1
4639,4639,cc9db9a4581cb7afcf3f99ca93e238da84168ba707f3e2e59330b8f3e42fb558d8380f3424eae335d0f8a05b248891a128f730189171b38a4af2ccdd07829d8a,common_voice_ru_26086722.mp3,0
1679,1679,59f58e5d4f7b0c853344c26e5a74ab3e2c54e10e369f93b0ee510e518428259897d6ece70f9f1f827ce0e93f51bab205835c2fb1d28a034b6c33156359312526,common_voice_ru_20026398.mp3,1
3979,3979,8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22,common_voice_ru_18922912.mp3,0
2960,2960,1bca51192093974556d3ac2f8324e5e83864d117646ab294c5295aeb4cb051f09ecb5ad1bb2dee8c15a52293a8c819f36b7844044735d00023ee5c2fb2f10929,common_voice_ru_21935389.mp3,0
4667,4667,39496aa4e73f73e1b7bc8e0a3113af5e300663d44c6576ee53dd44db24694f1e0b8631578bcdbc2e1a7f28354b109ea8b31c555e94753920c73d7de1fe8d0d76,common_voice_ru_21570238.mp3,1
1614,1614,719c2767dd12983694cd8bf3683304acb55473f9acbdb6e88b8f1ba00ee0020889d66718c907214edb71b1cebe0753d120ee64c8f2b2b0b78ab62ca705ea32b6,common_voice_ru_24543945.mp3,1
2220,2220,e134f72e7ee1e4a3bc648a8ff25da594867d8b03d3e57ee5ea6c82008749956dad408ebee9e9259c5c1cefbd3ab40e5c9e0f511b406df606a72a4beacf835d9f,common_voice_ru_25406239.mp3,1
4026,4026,1bca51192093974556d3ac2f8324e5e83864d117646ab294c5295aeb4cb051f09ecb5ad1bb2dee8c15a52293a8c819f36b7844044735d00023ee5c2fb2f10929,common_voice_ru_22311588.mp3,0
2527,2527,1f3512ab51236163e77e7fc18a914f13445bf2120ad0eb61d47cc7326e33985ba99a7d84ba05eb6be8fdd8d179b36f384fe4dcf979e7a0a2e06bda268af684f5,common_voice_ru_20389607.mp3,0
5198,5198,8b92ae1d6580c7bee9ba60bb2da5b935ddfe69b88597ae900fc4963eb9ee32b7992eca3792bfe1bfb15c15b11762ca602629585a60669a0d2aed07986b4f3e03,common_voice_ru_19535382.mp3,0
3892,3892,8a127fc948673d60d84fe655fe2065747e0f45e96a5150470517a71b4e44b29ca53460963a85dd976c691fd1a25a17ad70e601d68c4542bfc7403ced29f7574f,common_voice_ru_18932694.mp3,0
